time,{controller}.c.spring_measure,{spring}.s.springforce,{wind}.w.windforce,{md}.m.x
0.7190000000000005,-0.00289266,-0.00429990274629238,0.21499430453968485,7.838808390394345E-5
0.7200000000000005,-0.0029003597,-0.00431134461471689,0.21501500088538417,7.859636733936657E-5
0.7210000000000005,-0.0029080668,-0.004322800203665161,0.21503569657311947,7.880490013581288E-5
0.7220000000000005,-0.0029157813,-0.004334269507469709,0.21505639160198387,7.901368219026294E-5
0.7230000000000005,-0.0029235069,-0.004345752520464461,0.2150770859710705,7.922271339973539E-5
0.7240000000000005,-0.0029312399000000003,-0.0043572492369854466,0.21509777967947255,7.943199366128694E-5
0.7250000000000005,-0.002938984,-0.004368759651370782,0.21511847272628315,7.964152287200617E-5
0.7260000000000005,-0.0029467355,-0.004380283757960339,0.21513916511059558,7.985130092901966E-5
0.7270000000000005,-0.0029544981,-0.004391821551096082,0.21515985683150307,8.006132772948586E-5
0.7280000000000005,-0.0029622681,-0.004403373025121723,0.21518054788809887,8.027160317060118E-5
0.7290000000000005,-0.0029700492000000003,-0.0044149381743830655,0.21520123827947635,8.048212714959384E-5
0.7300000000000005,-0.0029778377,-0.004426516993227661,0.2152219280047288,8.069289956372998E-5
0.7310000000000005,-0.0029856373,-0.0044381094760051485,0.21524261706294961,8.09039203103075E-5
0.7320000000000005,-0.0029934443,-0.004449715617066912,0.21526330545323216,8.111518928666226E-5
0.7330000000000005,-0.0030012624,-0.004461335410766424,0.2152839931746699,8.132670639016176E-5
0.7340000000000005,-0.0030090879,-0.004472968851458897,0.21530468022635624,8.153847151821144E-5
0.7350000000000005,-0.0030169245,-0.004484615933501629,0.21532536660738472,8.17504845682484E-5
0.7360000000000005,-0.0030247685,-0.004496276651253662,0.2153460523168488,8.196274543774754E-5
0.7370000000000005,-0.0030326198999999997,-0.0045079509990761145,0.21536673735384207,8.217525402421545E-5
0.7380000000000005,-0.0030404861,-0.0045196389713318495,0.21538742171745806,8.238801022519647E-5
0.7390000000000005,-0.003048356,-0.004531340562385806,0.21540810540679042,8.260101393827277E-5
0.7400000000000005,-0.0030562370000000003,-0.004543055766605002,0.21542878842093274,8.28142650610519E-5
0.7410000000000005,-0.0030641291,-0.004554784578357854,0.21544947075897872,8.30277634911853E-5
0.7420000000000005,-0.0030720286000000003,-0.004566526992015192,0.215470152420022,8.324150912635601E-5
0.7430000000000005,-0.0030799355000000004,-0.00457828300194958,0.21549083340315633,8.345550186427856E-5
0.7440000000000005,-0.0030878535,-0.004590052602535321,0.21551151370747548,8.366974160270519E-5
0.7450000000000006,-0.0030957789,-0.004601835788148785,0.21553219333207319,8.388422823942578E-5
0.7460000000000006,-0.0031037154,-0.0046136325531684185,0.21555287227604328,8.409896167226169E-5
0.7470000000000006,-0.003111663,-0.004625442891974392,0.21557355053847962,8.43139417990719E-5
0.7480000000000006,-0.0031196143,-0.004637266798948954,0.21559422811847603,8.452916851774683E-5
0.7490000000000006,-0.0031275804,-0.004649104268476075,0.21561490501512645,8.474464172620832E-5
0.7500000000000006,-0.0031355502,-0.004660955294941457,0.2156355812275248,8.496036132242195E-5
0.7510000000000006,-0.0031435348,-0.004672819872733207,0.21565625675476502,8.517632720437849E-5
0.7520000000000006,-0.0031515231000000003,-0.004684697996240817,0.21567693159594115,8.539253927011244E-5
0.7530000000000006,-0.0031595225000000003,-0.004696589659856184,0.21569760575014713,8.560899741768344E-5
0.7540000000000006,-0.003167533,-0.004708494857972589,0.21571827921647707,8.58257015451948E-5
0.7550000000000006,-0.0031755509,-0.004720413584985714,0.215738951994025,8.604265155078118E-5
0.7560000000000006,-0.0031835798999999996,-0.004732345835292965,0.2157596240818851,8.625984733260846E-5
0.7570000000000006,-0.0031916126,-0.004744291603293465,0.21578029547915145,8.647728878887997E-5
0.7580000000000006,-0.0031996601,-0.004756250883388398,0.21580096618491826,8.669497581783031E-5
0.7590000000000006,-0.003207715,-0.0047682236699806676,0.2158216361982797,8.691290831773766E-5
0.7600000000000006,-0.0032157773,-0.004780209957475572,0.21584230551833003,8.713108618690519E-5
0.7610000000000006,-0.0032238506999999997,-0.004792209740279786,0.21586297414416347,8.734950932367347E-5
0.7620000000000006,-0.0032319315,-0.0048042230128020405,0.21588364207487434,8.756817762642038E-5
0.7630000000000006,-0.0032400234,-0.004816249769453121,0.21590430930955695,8.7787090993555E-5
0.7640000000000006,-0.0032481227,-0.004828290004645525,0.2159249758473057,8.800624932352367E-5
0.7650000000000006,-0.0032562294,-0.004840343712793802,0.2159456416872149,8.822565251480388E-5
0.7660000000000006,-0.0032643509,-0.0048524108883142136,0.21596630682837897,8.844530046591037E-5
0.7670000000000006,-0.0032724761000000003,-0.004864491525625071,0.21598697126989244,8.866519307539511E-5
0.7680000000000006,-0.0032806124,-0.004876585619146731,0.21600763501084969,8.888533024183499E-5
0.7690000000000006,-0.0032887561,-0.004888693163300924,0.21602829805034526,8.910571186385026E-5
0.7700000000000006,-0.0032969109,-0.004900814152511764,0.2160489603874737,8.932633784009221E-5
0.7710000000000006,-0.0033050731,-0.004912948581205071,0.21606962202132957,8.954720806924929E-5
0.7720000000000006,-0.0033132464,-0.004925096443808711,0.21609028295100746,8.976832245004094E-5
0.7730000000000006,-0.0033214271,-0.004937257734752252,0.216110943175602,8.998968088122373E-5
0.7740000000000006,-0.0033296189,-0.004949432448467305,0.21613160269420784,9.021128326158518E-5
0.7750000000000006,-0.0033378181,-0.004961620579387185,0.2161522615059197,9.04331294899499E-5
0.7760000000000006,-0.0033460247,-0.004973822121947244,0.2161729196098323,9.065521946517343E-5
0.7770000000000006,-0.0033542424,-0.004986037070584539,0.21619357700504033,9.087755308614836E-5
0.7780000000000006,-0.0033624712,-0.00499826541973816,0.21621423369063866,9.110013025180433E-5
0.7790000000000006,-0.0033707037,-0.005010507163849238,0.21623488966572205,9.13229508611018E-5
0.7800000000000006,-0.0033789510000000003,-0.005022762297360599,0.21625554492938537,9.154601481303212E-5
0.7810000000000006,-0.0033872019999999997,-0.0050350308147167665,0.2162761994807235,9.176932200662974E-5
0.7820000000000006,-0.0033954641,-0.005047312710364636,0.2162968533188313,9.199287234095378E-5
0.7830000000000006,-0.0034037373,-0.005059607978752458,0.2163175064428038,9.221666571510647E-5
0.7840000000000006,-0.0034120178999999997,-0.005071916614330855,0.21633815885173585,9.244070202822077E-5
0.7850000000000006,-0.0034203059,-0.005084238611552142,0.21635881054472256,9.266498117946041E-5
0.7860000000000006,-0.003428605,-0.005096573964870323,0.21637946152085893,9.288950306802602E-5
0.7870000000000006,-0.0034369115,-0.005108922668741431,0.21640011177924,9.311426759315509E-5
0.7880000000000006,-0.0034452291,-0.00512128471762353,0.2164207613189609,9.33392746541158E-5
0.7890000000000006,-0.0034535541,-0.005133660105976369,0.21644141013911675,9.356452415021316E-5
0.7900000000000006,-0.0034618864999999997,-0.005146048828261723,0.21646205823880268,9.379001598078283E-5
0.7910000000000006,-0.00347023,-0.005158450878943056,0.21648270561711394,9.401575004519728E-5
0.7920000000000006,-0.0034785846,-0.0051708662524858505,0.21650335227314568,9.424172624286577E-5
0.7930000000000006,-0.0034869429,-0.0051832949433576175,0.21652399820599322,9.44679444732281E-5
0.7940000000000006,-0.0034953123,-0.005195736946027546,0.2165446434147518,9.469440463575472E-5
0.7950000000000006,-0.0035036928,-0.00520819225496651,0.21656528789851676,9.492110662995893E-5
0.7960000000000006,-0.0035120807,-0.005220660864647741,0.21658593165638343,9.514805035538454E-5
0.7970000000000006,-0.0035204797,-0.0052331427695461495,0.2166065746874472,9.537523571160594E-5
0.7980000000000006,-0.0035288824,-0.0052456379641383265,0.21662721699080353,9.560266259823416E-5
0.7990000000000006,-0.0035372999,-0.0052581464429028784,0.2166478585655478,9.58303309149107E-5
0.8000000000000006,-0.0035457211,-0.005270668200320089,0.2166684994107755,9.605824056131991E-5
0.8010000000000006,-0.0035541533999999997,-0.005283203230872595,0.21668913952558216,9.628639143717035E-5
0.8020000000000006,-0.0035625967999999997,-0.0052957515290443695,0.21670977890906332,9.651478344221338E-5
0.8030000000000006,-0.0035710476,-0.005308313089321736,0.21673041756031455,9.674341647623077E-5
0.8040000000000006,-0.0035795058,-0.005320887906192693,0.21675105547843143,9.697229043903466E-5
0.8050000000000006,-0.0035879751,-0.005333475974146906,0.21677169266250962,9.720140523047375E-5
0.8060000000000006,-0.0035964518,-0.005346077287676056,0.2167923291116448,9.743076075043325E-5
0.8070000000000006,-0.0036049396,-0.005358691841273829,0.21681296482493265,9.766035689882871E-5
0.8080000000000006,-0.0036134348,-0.0053713196294355794,0.2168335998014689,9.789019357561216E-5
0.8090000000000006,-0.0036219374,-0.005383960646658669,0.21685423404034934,9.812027068076593E-5
0.8100000000000006,-0.0036304511,-0.005396614887442126,0.21687486754066976,9.835058811430879E-5
0.8110000000000006,-0.0036389722,-0.005409282346286983,0.216895500301526,9.858114577629594E-5
0.8120000000000006,-0.0036475007,-0.005421963017696277,0.21691613232201387,9.881194356681283E-5
0.8130000000000006,-0.0036560403,-0.005434656896174706,0.21693676360122932,9.90429813859813E-5
0.8140000000000006,-0.003664591,-0.005447363976228971,0.21695739413826828,9.927425913395956E-5
